시장,종목명,티커,신호일,종가,RSI,거래량배수,20일후종가,20일수익률%,60일후종가,60일수익률%,신호후최저가,최대낙폭%,-8%손절터치,전방봉수
KOSPI200,POSCO홀딩스,005490,2023-11-06,522000.0,58.73,2.71,475000.0,-9.0,437000.0,-16.28,387000.0,-25.86,터치,60
KOSPI200,포스코인터내셔널,047050,2023-11-06,65200.0,54.51,3.79,54900.0,-15.8,53500.0,-17.94,47100.0,-27.76,터치,60
NASDAQ100,AppLovin,APP,2023-11-06,39.42,55.99,1.54,37.07,-5.96,45.86,16.34,35.79,-9.21,터치,60
NASDAQ100,Take-Two Interactive,TTWO,2023-11-08,143.47,57.82,4.29,154.21,7.49,166.67,16.17,144.26,0.55,미터치,60
KOSPI200,삼성생명,032830,2023-12-12,70300.0,54.08,1.54,63200.0,-10.1,99300.0,41.25,60000.0,-14.65,터치,60
KOSPI200,삼성생명,032830,2023-12-15,70900.0,58.42,1.95,61100.0,-13.82,97200.0,37.09,60000.0,-15.37,터치,60
KOSPI200,미래에셋증권,006800,2024-01-25,7109.0,54.44,1.87,8642.0,21.56,7298.0,2.66,7019.0,-1.27,미터치,60
NASDAQ100,Diamondback Energy,FANG,2024-01-25,156.32,56.93,1.53,176.36,12.82,202.58,29.59,147.93,-5.37,미터치,60
KOSPI200,한미반도체,042700,2024-01-29,59800.0,55.64,1.92,90100.0,50.67,137200.0,129.43,56000.0,-6.35,미터치,60
KOSPI200,삼성화재,000810,2024-01-30,255000.0,57.88,1.54,298000.0,16.86,309500.0,21.37,253000.0,-0.78,미터치,60
KOSPI200,KT&G,033780,2024-01-31,90600.0,59.44,1.64,92800.0,2.43,89400.0,-1.32,87500.0,-3.42,미터치,60
KOSPI200,대웅제약,069620,2024-02-06,113800.0,57.07,4.64,118000.0,3.69,112700.0,-0.97,106700.0,-6.24,미터치,60
NASDAQ100,Linde plc,LIN,2024-02-06,415.56,59.98,1.89,463.61,11.56,419.62,0.98,412.29,-0.79,미터치,60
KOSPI200,HD한국조선해양,009540,2024-03-14,118500.0,56.96,2.61,117600.0,-0.76,133000.0,12.24,110800.0,-6.5,미터치,60
NASDAQ100,PDD Holdings,PDD,2024-03-20,132.17,58.86,4.39,113.7,-13.97,148.98,12.72,110.65,-16.28,터치,60
KOSPI200,대웅,003090,2024-03-25,21650.0,52.79,1.74,18150.0,-16.17,15960.0,-26.28,15550.0,-28.18,터치,60
NASDAQ100,Paychex,PAYX,2024-04-02,122.08,51.96,2.45,118.81,-2.68,117.84,-3.47,115.54,-5.36,미터치,60
NASDAQ100,Microchip Technology,MCHP,2024-04-24,90.68,58.28,1.54,99.49,9.72,93.12,2.69,87.49,-3.52,미터치,60
KOSPI200,삼성에스디에스,018260,2024-04-26,158600.0,57.31,1.64,159000.0,0.25,151400.0,-4.54,142100.0,-10.4,터치,60
KOSPI200,삼성에스디에스,018260,2024-04-30,160100.0,59.37,1.55,153200.0,-4.31,153300.0,-4.25,142100.0,-11.24,터치,60
KOSPI200,셀트리온,068270,2024-04-30,165728.0,59.21,2.33,154504.0,-6.77,183265.0,10.58,152136.0,-8.2,터치,60
NASDAQ100,CrowdStrike,CRWD,2024-05-02,75.89,49.44,1.8,78.42,3.34,58.41,-23.02,56.56,-25.47,터치,60
KOSPI200,SKC,011790,2024-05-24,110066.0,55.43,3.08,157627.0,43.21,116364.0,5.72,101137.0,-8.11,터치,60
KOSPI200,삼성전자,005930,2024-06-13,78600.0,55.15,1.53,87600.0,11.45,68900.0,-12.34,68000.0,-13.49,터치,60
KOSPI200,한화시스템,272210,2024-06-13,18390.0,55.39,1.75,18800.0,2.23,17210.0,-6.42,17090.0,-7.07,미터치,60
KOSPI200,효성중공업,298040,2024-07-10,390000.0,58.92,2.14,277500.0,-28.85,373000.0,-4.36,231000.0,-40.77,터치,60
KOSPI200,CJ,001040,2024-07-11,122300.0,50.45,1.55,121100.0,-0.98,111400.0,-8.91,107000.0,-12.51,터치,60
KOSPI200,아모레퍼시픽,090430,2024-07-17,162400.0,49.92,2.07,117900.0,-27.4,125100.0,-22.97,115900.0,-28.63,터치,60
KOSPI200,한국콜마,161890,2024-08-09,66300.0,56.85,3.54,71800.0,8.3,55800.0,-15.84,55600.0,-16.14,터치,60
KOSPI200,동서,026960,2024-08-13,18760.0,54.47,1.64,18420.0,-1.81,28550.0,52.19,17900.0,-4.58,미터치,60
KOSPI200,더블유게임즈,192080,2024-08-13,46300.0,56.26,3.86,47800.0,3.24,47300.0,2.16,43950.0,-5.08,미터치,60
NASDAQ100,AppLovin,APP,2024-08-14,84.64,59.41,1.65,105.61,24.78,246.53,191.27,82.51,-2.52,미터치,60
NASDAQ100,Lumentum,LITE,2024-08-15,52.26,57.9,3.93,55.78,6.74,83.85,60.45,50.29,-3.77,미터치,60
KOSPI200,DB손해보험,005830,2024-08-16,106000.0,51.61,1.96,112600.0,6.23,105800.0,-0.19,99500.0,-6.13,미터치,60
KOSPI200,이수페타시스,007660,2024-08-16,43763.0,52.54,1.81,35740.0,-18.33,20666.0,-52.78,20422.0,-53.34,터치,60
KOSPI200,DB손해보험,005830,2024-08-19,111700.0,58.72,1.98,113600.0,1.7,107100.0,-4.12,99500.0,-10.92,터치,60
KOSPI200,삼성생명,032830,2024-08-19,93600.0,55.12,1.76,100400.0,7.26,104800.0,11.97,90700.0,-3.1,미터치,60
KOSPI200,LIG디펜스앤에어로스페이스,079550,2024-09-11,200500.0,54.33,2.65,254500.0,26.93,197100.0,-1.7,168800.0,-15.81,터치,60
KOSPI200,한전기술,052690,2024-09-12,69200.0,53.74,1.64,68400.0,-1.16,51100.0,-26.16,49250.0,-28.83,터치,60
KOSPI200,LIG디펜스앤에어로스페이스,079550,2024-09-12,200500.0,54.33,1.54,253000.0,26.18,198000.0,-1.25,168800.0,-15.81,터치,60
NASDAQ100,Broadcom,AVGO,2024-09-12,164.56,56.54,1.5,185.69,12.84,179.53,9.1,157.54,-4.27,미터치,60
KOSPI200,한전기술,052690,2024-09-13,71300.0,58.68,1.79,72000.0,0.98,52500.0,-26.37,49250.0,-30.93,터치,60
KOSPI200,HD현대일렉트릭,267260,2024-09-19,317000.0,58.37,1.65,329500.0,3.94,388500.0,22.56,297000.0,-6.31,미터치,60
KOSPI200,한화,000880,2024-09-20,35594.0,55.13,2.25,33073.0,-7.08,33433.0,-6.07,31212.0,-12.31,터치,60
KOSPI200,KCC,002380,2024-09-20,310500.0,59.09,2.27,255500.0,-17.71,238000.0,-23.35,216500.0,-30.27,터치,60
KOSPI200,기업은행,024110,2024-09-20,14240.0,59.39,1.63,14480.0,1.69,14550.0,2.18,13820.0,-2.95,미터치,60
KOSPI200,한화엔진,082740,2024-09-20,13370.0,52.12,3.42,15300.0,14.44,16300.0,21.91,12970.0,-2.99,미터치,60
KOSPI200,HD현대,267250,2024-09-20,82700.0,59.42,2.13,81100.0,-1.93,79700.0,-3.63,71100.0,-14.03,터치,60
KOSPI200,한화시스템,272210,2024-09-20,19040.0,54.22,1.5,18760.0,-1.47,20850.0,9.51,17460.0,-8.3,터치,60
KOSPI200,삼성중공업,010140,2024-09-23,10920.0,59.76,1.51,10050.0,-7.97,11290.0,3.39,9330.0,-14.56,터치,60
KOSPI200,삼성생명,032830,2024-10-11,97500.0,54.38,1.56,104900.0,7.59,95200.0,-2.36,90700.0,-6.97,미터치,60
KOSPI200,한일시멘트,300720,2024-10-16,14230.0,55.13,2.29,13040.0,-8.36,15650.0,9.98,12980.0,-8.78,터치,60
NASDAQ100,Ferrovial,FER,2024-10-18,42.24,55.57,2.11,38.53,-8.78,40.99,-2.96,37.93,-10.2,터치,60
NASDAQ100,Ross Stores,ROST,2024-10-18,149.9,55.92,1.87,140.69,-6.14,149.0,-0.6,136.8,-8.74,터치,60
KOSPI200,한화,000880,2024-11-07,34033.0,53.62,2.1,32953.0,-3.17,36374.0,6.88,31212.0,-8.29,터치,60
NASDAQ100,Coca-Cola Europacific Partners,CCEP,2024-11-08,77.89,52.79,1.58,78.72,1.07,80.03,2.75,73.4,-5.76,미터치,60
NASDAQ100,Mercado Libre,MELI,2024-11-11,1961.16,45.75,1.99,1879.18,-4.18,2042.22,4.13,1646.0,-16.07,터치,60
NASDAQ100,Western Digital,WDC,2024-11-25,52.48,59.19,1.91,46.64,-11.13,49.07,-6.5,44.46,-15.28,터치,60
KOSPI200,DN오토모티브,007340,2024-12-12,19230.0,58.14,2.04,18950.0,-1.46,21750.0,13.1,18010.0,-6.34,미터치,60
NASDAQ100,Paychex,PAYX,2025-01-15,144.27,58.71,1.59,148.63,3.02,146.75,1.72,135.0,-6.43,미터치,60
NASDAQ100,Gilead Sciences,GILD,2025-01-21,92.96,56.35,1.55,107.65,15.8,104.88,12.82,91.84,-1.2,미터치,60
NASDAQ100,Marriott International,MAR,2025-01-21,277.72,49.19,2.13,287.56,3.54,218.79,-21.22,205.4,-26.04,터치,60
NASDAQ100,Lumentum,LITE,2025-02-06,92.67,56.91,2.12,62.11,-32.98,63.17,-31.83,45.65,-50.74,터치,60
KOSPI200,LG유플러스,032640,2025-02-07,10500.0,56.25,1.7,10530.0,0.29,12490.0,18.95,9960.0,-5.14,미터치,60
KOSPI200,셀트리온,068270,2025-02-28,168930.0,54.86,1.96,155158.0,-8.15,145701.0,-13.75,138082.0,-18.26,터치,60
KOSPI200,HD현대마린엔진,071970,2025-03-13,29050.0,56.8,2.04,28150.0,-3.1,44050.0,51.64,24500.0,-15.66,터치,60
KOSPI200,더블유게임즈,192080,2025-03-13,50300.0,59.34,2.68,51400.0,2.19,51900.0,3.18,49100.0,-2.39,미터치,60
NASDAQ100,Ferrovial,FER,2025-03-20,44.95,57.36,2.1,45.95,2.22,51.45,14.46,40.46,-9.99,터치,60
KOSPI200,현대글로비스,086280,2025-03-24,131600.0,56.7,1.85,113500.0,-13.75,134300.0,2.05,104500.0,-20.59,터치,60
KOSPI200,삼성바이오로직스,207940,2025-04-03,1638051.0,56.37,2.48,1596842.0,-2.52,1536501.0,-6.2,1452611.0,-11.32,터치,60
KOSPI200,DN오토모티브,007340,2025-04-15,21400.0,56.0,1.6,21050.0,-1.64,27450.0,28.27,19950.0,-6.78,미터치,60
NASDAQ100,"Netflix, Inc.",NFLX,2025-04-15,97.63,57.07,1.52,115.1,17.9,126.19,29.26,94.92,-2.78,미터치,60
NASDAQ100,"Netflix, Inc.",NFLX,2025-04-17,97.3,56.12,1.69,119.15,22.46,125.03,28.5,97.31,0.0,미터치,60
KOSPI200,HMM,011200,2025-04-18,19350.0,48.21,2.72,22350.0,15.5,25000.0,29.2,18010.0,-6.93,미터치,60
KOSPI200,두산에너빌리티,034020,2025-04-18,25950.0,58.48,1.92,39100.0,50.67,64800.0,149.71,25150.0,-3.08,미터치,60
KOSPI200,이마트,139480,2025-05-15,86300.0,48.83,1.55,82100.0,-4.87,87200.0,1.04,80800.0,-6.37,미터치,60
NASDAQ100,Xcel Energy,XEL,2025-05-16,72.38,59.36,1.54,66.79,-7.72,72.92,0.75,65.21,-9.91,터치,60
KOSPI200,동서,026960,2025-06-04,26200.0,57.41,1.91,30200.0,15.27,27250.0,4.01,25850.0,-1.34,미터치,60
KOSPI200,KT,030200,2025-06-12,51800.0,57.34,1.8,56200.0,8.49,53500.0,3.28,51000.0,-1.54,미터치,60
NASDAQ100,Walmart,WMT,2025-06-27,97.27,53.35,1.77,97.61,0.35,102.52,5.4,94.23,-3.13,미터치,60
KOSPI200,한화에어로스페이스,012450,2025-07-17,896000.0,57.14,1.63,883000.0,-1.45,912000.0,1.79,801000.0,-10.6,터치,60
NASDAQ100,Cintas,CTAS,2025-07-18,221.94,55.29,1.61,216.55,-2.43,187.94,-15.32,186.95,-15.77,터치,60
KOSPI200,HD현대마린솔루션,443060,2025-07-25,197500.0,58.81,1.59,197600.0,0.05,250500.0,26.84,181300.0,-8.2,터치,60
KOSPI200,한진칼,180640,2025-08-07,118700.0,53.37,2.13,109200.0,-8.0,101600.0,-14.41,94600.0,-20.3,터치,60
KOSPI200,DB하이텍,000990,2025-08-12,46900.0,56.55,1.73,50400.0,7.46,71500.0,52.45,42450.0,-9.49,터치,60
KOSPI200,농심,004370,2025-08-27,403000.0,59.59,1.97,451000.0,11.91,447500.0,11.04,405000.0,0.5,미터치,60
KOSPI200,LS,006260,2025-08-28,173200.0,55.72,1.62,165500.0,-4.45,182100.0,5.14,161200.0,-6.93,미터치,60
KOSPI200,영원무역,111770,2025-08-28,57500.0,46.99,1.52,62500.0,8.7,94000.0,63.48,56800.0,-1.22,미터치,60
KOSPI200,LS,006260,2025-08-29,177600.0,59.33,1.55,162400.0,-8.56,178900.0,0.73,161200.0,-9.23,터치,60
KOSPI200,영원무역홀딩스,009970,2025-08-29,132000.0,55.67,2.08,139200.0,5.45,165900.0,25.68,125300.0,-5.08,미터치,60
KOSPI200,NAVER,035420,2025-09-02,225000.0,49.22,2.13,268500.0,19.33,243000.0,8.0,220000.0,-2.22,미터치,60
KOSPI200,현대제철,004020,2025-09-04,33350.0,53.05,1.55,33200.0,-0.45,30400.0,-8.85,29000.0,-13.04,터치,60
KOSPI200,호텔신라,008770,2025-09-09,49050.0,54.78,1.73,48850.0,-0.41,45950.0,-6.32,42950.0,-12.44,터치,60
KOSPI200,신한지주,055550,2025-09-10,67500.0,55.88,1.85,71100.0,5.33,77300.0,14.52,66900.0,-0.89,미터치,60
KOSPI200,호텔신라,008770,2025-09-11,49200.0,55.5,1.71,49500.0,0.61,45700.0,-7.11,42950.0,-12.7,터치,60
KOSPI200,신한지주,055550,2025-09-11,67800.0,57.03,1.74,72700.0,7.23,77100.0,13.72,68100.0,0.44,미터치,60
KOSPI200,삼성바이오로직스,207940,2025-09-11,1524727.0,54.14,1.99,1667486.0,9.36,1669000.0,9.46,1445253.0,-5.21,미터치,60
KOSPI200,율촌화학,008730,2025-09-12,32500.0,57.05,2.88,38150.0,17.38,30100.0,-7.38,28300.0,-12.92,터치,60
KOSPI200,한미사이언스,008930,2025-09-19,41600.0,54.1,2.96,37400.0,-10.1,37450.0,-9.98,36200.0,-12.98,터치,60
KOSPI200,S-Oil,010950,2025-09-25,61200.0,57.08,1.7,72900.0,19.12,82000.0,33.99,60400.0,-1.31,미터치,60
KOSPI200,SK아이이테크놀로지,361610,2025-10-14,29300.0,59.85,2.32,29650.0,1.19,23400.0,-20.14,22800.0,-22.18,터치,60
KOSPI200,세아베스틸지주,001430,2025-10-15,25850.0,48.59,3.13,28850.0,11.61,68300.0,164.22,24900.0,-3.68,미터치,60
KOSPI200,한전KPS,051600,2025-10-15,49750.0,52.79,1.74,52300.0,5.13,51400.0,3.32,48650.0,-2.21,미터치,60
KOSPI200,현대위아,011210,2025-10-16,51500.0,58.18,1.95,57500.0,11.65,90100.0,74.95,50700.0,-1.55,미터치,60
KOSPI200,SK케미칼,285130,2025-10-17,60500.0,49.82,1.61,78900.0,30.41,69800.0,15.37,58800.0,-2.81,미터치,60
KOSPI200,한화오션,042660,2025-10-20,113700.0,56.71,1.85,130900.0,15.13,148900.0,30.96,103500.0,-8.97,터치,60
KOSPI200,금호타이어,073240,2025-10-21,4805.0,55.24,1.82,5160.0,7.39,6100.0,26.95,4510.0,-6.14,미터치,60
KOSPI200,팬오션,028670,2025-10-22,3990.0,57.82,2.15,3620.0,-9.27,4185.0,4.89,3600.0,-9.77,터치,60
KOSPI200,현대엘리베이터,017800,2025-11-13,81200.0,56.31,3.27,91200.0,12.32,104100.0,28.2,77700.0,-4.31,미터치,60
KOSPI200,CJ,001040,2025-11-17,174600.0,52.36,1.61,177000.0,1.37,232000.0,32.88,165500.0,-5.21,미터치,60
KOSPI200,CJ,001040,2025-11-18,178100.0,55.1,1.83,174200.0,-2.19,228000.0,28.02,165500.0,-7.07,미터치,60
KOSPI200,파라다이스,034230,2025-11-20,18400.0,55.37,2.71,16520.0,-10.22,20400.0,10.87,15360.0,-16.52,터치,60
KOSPI200,에이피알,278470,2025-11-24,247500.0,57.76,3.94,244000.0,-1.41,295000.0,19.19,210000.0,-15.15,터치,60
NASDAQ100,Analog Devices,ADI,2025-11-24,239.4,54.03,2.18,276.73,15.59,355.15,48.35,229.29,-4.22,미터치,60
KOSPI200,동원산업,006040,2025-12-17,46400.0,56.81,4.55,40850.0,-11.96,40800.0,-12.07,36500.0,-21.34,터치,60
KOSPI200,미래에셋증권,006800,2025-12-18,22004.0,50.45,3.33,30567.0,38.92,61900.0,181.31,21954.0,-0.23,미터치,60
KOSPI200,미래에셋증권,006800,2025-12-19,22602.0,54.13,4.51,29621.0,31.05,61100.0,170.33,22452.0,-0.66,미터치,60
KOSPI200,미래에셋증권,006800,2025-12-22,22900.0,55.88,1.92,29721.0,29.79,67300.0,193.89,22452.0,-1.96,미터치,60
KOSPI200,한화엔진,082740,2025-12-23,45200.0,54.72,1.76,53500.0,18.36,49200.0,8.85,41300.0,-8.63,터치,60
KOSPI200,카카오,035720,2025-12-29,61200.0,55.75,1.99,61800.0,0.98,45800.0,-25.16,45500.0,-25.65,터치,60
KOSPI200,카카오,035720,2026-01-02,62100.0,57.71,1.51,61400.0,-1.13,45400.0,-26.89,45100.0,-27.38,터치,60
KOSPI200,HD한국조선해양,009540,2026-01-08,424500.0,52.14,1.57,409000.0,-3.65,389500.0,-8.24,340500.0,-19.79,터치,60
KOSPI200,HD한국조선해양,009540,2026-01-09,447000.0,59.86,2.27,395500.0,-11.52,391000.0,-12.53,340500.0,-23.83,터치,60
KOSPI200,대한유화,006650,2026-01-14,151500.0,59.27,1.71,153800.0,1.52,152000.0,0.33,114000.0,-24.75,터치,60
KOSPI200,삼성증권,016360,2026-01-14,81000.0,58.93,1.61,95900.0,18.4,111400.0,37.53,80200.0,-0.99,미터치,60
KOSPI200,현대백화점,069960,2026-01-14,95700.0,59.38,1.66,107100.0,11.91,83800.0,-12.43,74100.0,-22.57,터치,60
KOSPI200,현대백화점,069960,2026-01-16,96100.0,59.39,1.77,109800.0,14.26,91200.0,-5.1,74100.0,-22.89,터치,60
KOSPI200,더블유게임즈,192080,2026-01-30,53500.0,55.94,1.53,49250.0,-7.94,61100.0,14.21,47000.0,-12.15,터치,60
NASDAQ100,Apple Inc.,AAPL,2026-01-30,259.48,48.44,1.78,264.72,2.02,270.71,4.33,245.51,-5.38,미터치,60
KOSPI200,이수페타시스,007660,2026-02-25,116100.0,53.05,1.66,115000.0,-0.95,139700.0,20.33,96300.0,-17.05,터치,60
KOSPI200,에코프로머티,450080,2026-03-06,70800.0,55.18,1.87,68500.0,-3.25,58900.0,-16.81,57000.0,-19.49,터치,60
KOSPI200,삼성중공업,010140,2026-03-12,30850.0,59.37,2.77,28150.0,-8.75,26000.0,-15.72,24200.0,-21.56,터치,60
KOSPI200,파라다이스,034230,2026-03-19,18890.0,55.57,1.8,15920.0,-15.72,15100.0,-20.06,13300.0,-29.59,터치,60
KOSPI200,영풍,000670,2026-03-20,60200.0,56.45,2.01,65200.0,8.31,46000.0,-23.59,44050.0,-26.83,터치,60
KOSPI200,SK하이닉스,000660,2026-04-08,1033000.0,58.74,1.53,1686000.0,63.21,2201000.0,113.07,990000.0,-4.16,미터치,60
KOSPI200,고려아연,010130,2026-04-08,1585000.0,50.85,9.83,1559000.0,-1.64,1094000.0,-30.98,1021000.0,-35.58,터치,60
KOSPI200,삼성물산,028260,2026-04-08,309000.0,59.24,1.82,422500.0,36.73,424500.0,37.38,286000.0,-7.44,미터치,60
KOSPI200,한국타이어앤테크놀로지,161390,2026-04-08,61500.0,56.13,1.98,62100.0,0.98,74100.0,20.49,56400.0,-8.29,터치,60
KOSPI200,LG전자,066570,2026-04-09,117200.0,54.32,1.6,156700.0,33.7,195800.0,67.06,114700.0,-2.13,미터치,60
KOSPI200,한국타이어앤테크놀로지,161390,2026-04-09,63300.0,58.74,1.65,61100.0,-3.48,73000.0,15.32,56400.0,-10.9,터치,60
KOSPI200,두산로보틱스,454910,2026-04-09,91500.0,54.39,2.41,104400.0,14.1,72500.0,-20.77,71500.0,-21.86,터치,60
KOSPI200,LG디스플레이,034220,2026-04-10,12660.0,58.34,2.17,12760.0,0.79,10680.0,-15.64,10380.0,-18.01,터치,60
KOSPI200,현대로템,064350,2026-06-12,208500.0,52.48,1.51,178900.0,-14.2,,,113100.0,-45.76,터치,54
KOSPI200,iM금융지주,139130,2026-06-15,18110.0,51.38,1.76,18220.0,0.61,,,15060.0,-16.84,터치,53
KOSPI200,현대건설,000720,2026-06-16,147800.0,51.62,1.88,98000.0,-33.69,,,77700.0,-47.43,터치,52
KOSPI200,한화솔루션,009830,2026-06-16,42200.0,57.99,1.74,29850.0,-29.27,,,22000.0,-47.87,터치,52
KOSPI200,대우건설,047040,2026-06-16,27450.0,56.64,3.91,15830.0,-42.33,,,11080.0,-59.64,터치,52
KOSPI200,한화엔진,082740,2026-06-17,65500.0,53.87,2.53,47250.0,-27.86,,,35800.0,-45.34,터치,51
KOSPI200,LS ELECTRIC,010120,2026-06-19,259000.0,54.31,2.15,179300.0,-30.77,,,148000.0,-42.86,터치,49
KOSPI200,한화오션,042660,2026-06-19,128400.0,55.64,1.52,83200.0,-35.2,,,71300.0,-44.47,터치,49
KOSPI200,GS,078930,2026-07-02,76900.0,58.52,1.75,89000.0,15.73,,,69500.0,-9.62,터치,40
KOSPI200,삼성증권,016360,2026-07-03,119100.0,53.39,1.61,97000.0,-18.56,,,82700.0,-30.56,터치,39
KOSPI200,삼성증권,016360,2026-07-06,121300.0,55.02,1.6,98600.0,-18.71,,,82700.0,-31.82,터치,38
KOSPI200,호텔신라,008770,2026-07-07,54200.0,53.65,1.72,42100.0,-22.32,,,40050.0,-26.11,터치,37
KOSPI200,LG,003550,2026-07-31,101100.0,51.09,1.69,119400.0,18.1,,,97900.0,-3.17,미터치,20
NASDAQ100,Alphabet Inc.(Class C),GOOG,2026-07-31,356.65,55.2,1.51,,,,,335.4,-5.96,미터치,19
NASDAQ100,Alphabet Inc.(Class A),GOOGL,2026-07-31,356.13,54.3,1.55,,,,,338.52,-4.94,미터치,19
NASDAQ100,Monolithic Power Systems,MPWR,2026-07-31,1426.03,54.59,1.65,,,,,1255.56,-11.95,터치,19
NASDAQ100,Arm Holdings,ARM,2026-08-04,280.56,49.79,1.53,,,,,233.29,-16.85,터치,17
KOSPI200,에이피알,278470,2026-08-06,378000.0,54.66,2.23,,,,,367500.0,-2.78,미터치,16
NASDAQ100,Microchip Technology,MCHP,2026-08-07,84.69,53.72,1.63,,,,,72.77,-14.07,터치,14
